Label,Message
Cab,"Thank you for choosing radiocabs for 2011-05-16 at 4:47. Cab:KA83L3881 , Chauffer: Brian, Cell: 9772847213 will reach you. T&C apply, visit www.radiocabs.com"
Payment,Bill dated 2014-01-24 for Rs 1034 has been generated for your Docomo fixedline/broadband relationship no. 25737173. The same will reach you by 2014-01-27. Due date: 2014-02-08.
Cab,"Thank you for choosing radiocabs for 2012-02-18 at 7:24. Cab:KA51L5346 , Chauffer: Raymond, Cell: 9723327886 will reach you. T&C apply, visit www.radiocabs.com"
Expiry,Lakshmi Auto Agency : Service of your car KA87O3561 is due in 82 days on 2013-01-12. Please contact us at 9655637254 to book a service.
Delivery,"Dear Guest, Thanks for choosing Pasquale Hnos.. Order ID 6165. Delivery by 2012-02-25 16:23. Enjoy 28% discount on your next purchase. Code T74LLE. T&C."
Expiry,Bimal Auto Agency : Service of your car KA77K6454 is due in 28 days on 2014-04-02. Please contact us at 9647188457 to book a service.
Movie,"Hi Customer, Booking ID: WUGLQVE. Seats: GOLD-L11,L12,L13,L14,L15,L16,L17, 7 seat(s) for Arrival on 2010-08-17 21:28 at Gopalan Cinemas: Arcade Mall, Mysore Road. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2014-01-01 for Rs 551 has been generated for your Reliance fixedline/broadband relationship no. 51461717. The same will reach you by 2014-01-04. Due date: 2014-01-16.
Cab,"Thank you for choosing ucabs for 2013-10-07 at 3:11. Cab:KA17R6386 , Chauffer: Brandon, Cell: 9464582882 will reach you. T&C apply, visit www.ucabs.com"
Payment,Bill dated 2014-10-13 for Rs 835 has been generated for your Jio fixedline/broadband relationship no. 66182355. The same will reach you by 2014-10-16. Due date: 2014-10-28.
Bus,"* KSRTC m-Ticket *  from: THIRUNALLAR to: MANTRALAYA PsngrName: Nathan TripCode: 1444THIMAN PNR No.: J61063911 JnyDate: 2011-11-29 DepTime: 14:44  SeatNo.: 54, 46, 6  Class: Non-AC chair  BoardingPt: THIRUNALLAR MG Road Txn Password: 1777 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Appointment,"DEAR Zachary, THANK YOU FOR YOUR BOOKING (ORDER ID: 63882), YOUR ORDER HAS BEEN ASSIGNED TO Tanner(9217881773) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2013-07-29 at 16:16. FOR ASSISTANCE WHATSAPP US ON 8764864867."
Train,"PNR:6221332476,TRAIN:5537,DOJ:2014-11-16,AC3,ARCL-VST,Dep:5:13, Andres,B9 81 , Fare:7505,SC:10.0+PG+INS"
Payment,Bill dated 2012-10-22 for Rs 231 has been generated for your Vodafone fixedline/broadband relationship no. 48543846. The same will reach you by 2012-10-25. Due date: 2012-11-06.
Train,"PNR:2866777714,TRAIN:82257,DOJ:2010-05-26,SL,ALY-BNVD,Dep:0:58, Brandon,S4 71 , Fare:5368,SC:10.0+PG+INS"
Reservation,"[Enzo's Of Arthur Avenue] Hi Eli, your reservation is confirmed for 13 people on 2015-01-31 at 20:31. We can hold your table for a maximum of 1 mins."
Delivery,"Dear Guest, Thanks for choosing Ricky 's All Day Grill. Order ID 3727. Delivery by 2010-12-16 12:38. Enjoy 25% discount on your next purchase. Code JJ97YO. T&C."
Bus,"* KSRTC m-Ticket *  from: DAVANEGERE to: KOTTAYAM PsngrName: Devin TripCode: 1817DAVKOT PNR No.: J98528151 JnyDate: 2010-12-18 DepTime: 18:17  SeatNo.: 34, 44, 38, 30  Class: Non-AC chair  BoardingPt: DAVANEGERE Bus Stand Road Txn Password: 1538 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC61817135 opened on 2014-06-05 15:34hrs,ETD of your car is 2014-06-06 7:57hrs and est.repair amt is Rs.1585 Rgds, Aryan Auto Agency"
Delivery,"Dear Guest, Thanks for choosing Far Coast. Order ID 1677. Delivery by 2010-06-26 11:41. Enjoy 14% discount on your next purchase. Code QXADPA. T&C."
Appointment,"DEAR Owen, THANK YOU FOR YOUR BOOKING (ORDER ID: 26438), YOUR ORDER HAS BEEN ASSIGNED TO Israel(9816414458) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2009-12-09 at 20:24. FOR ASSISTANCE WHATSAPP US ON 8515584624."
PickUp,"Repair ref.no for your car is JC67621384 opened on 2012-07-08 22:16hrs,ETD of your car is 2012-07-09 9:46hrs and est.repair amt is Rs.786 Rgds, Hyundai Auto Agency"
Payment,Bill dated 2014-04-24 for Rs 1063 has been generated for your Idea fixedline/broadband relationship no. 44885273. The same will reach you by 2014-04-27. Due date: 2014-05-09.
Payment,Bill dated 2011-04-06 for Rs 821 has been generated for your Airtel fixedline/broadband relationship no. 62152185. The same will reach you by 2011-04-09. Due date: 2011-04-21.
Payment,Bill dated 2013-12-07 for Rs 260 has been generated for your Docomo fixedline/broadband relationship no. 88475116. The same will reach you by 2013-12-10. Due date: 2013-12-22.
Bus,"* KSRTC m-Ticket *  from: Pune to: KODAIKANAL PsngrName: Cole TripCode: 041PunKOD PNR No.: J90627891 JnyDate: 2011-02-16 DepTime: 0:41  SeatNo.: 24, 6, 31  Class: Non-AC chair  BoardingPt: Pune Rly Station Txn Password: 2586 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC64631267 opened on 2013-08-24 16:10hrs,ETD of your car is 2013-08-25 22:48hrs and est.repair amt is Rs.971 Rgds, Maruti Auto Agency"
Delivery,"Dear Guest, Thanks for choosing BJ 's Restaurant and Brewery. Order ID 5372. Delivery by 2013-06-12 10:52. Enjoy 6% discount on your next purchase. Code RDWX6R. T&C."
Delivery,"Dear Guest, Thanks for choosing Sandwich bar. Order ID 3254. Delivery by 2010-12-20 2:37. Enjoy 22% discount on your next purchase. Code NH08SS. T&C."
Train,"PNR:8854233444,TRAIN:23852,DOJ:2015-04-12,AC3,ADVI-BUL,Dep:8:28, Ian,B2 19 , Fare:1935,SC:10.0+PG+INS"
Expiry,Aryan Auto Agency : Service of your car KA42D8812 is due in 54 days on 2015-07-26. Please contact us at 9148275627 to book a service.
Cab,"Thank you for choosing Ola for 2015-02-20 at 10:57. Cab:KA64Y8112 , Chauffer: Wesley, Cell: 9543351272 will reach you. T&C apply, visit www.Ola.com"
Cab,"Thank you for choosing taxiforsure for 2013-10-14 at 0:39. Cab:KA25H3573 , Chauffer: Hunter, Cell: 9845823182 will reach you. T&C apply, visit www.taxiforsure.com"
Appointment,Appointment with Dr Raymond in Chennai on 2011-08-03 at 19:44 is confirmed. For queries call 1800 4181 6381. Your appt. might get delayed in case the doctor is attending an emergency.
Bus,"* KSRTC m-Ticket *  from: Mumbai to: Puducherry PsngrName: Jake TripCode: 024MumPud PNR No.: J30382644 JnyDate: 2010-10-31 DepTime: 0:24  SeatNo.: 49, 20  Class: Non-AC Sleeper  BoardingPt: Mumbai Rly Station Txn Password: 4677 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC81636671 opened on 2015-08-05 12:40hrs,ETD of your car is 2015-08-06 9:20hrs and est.repair amt is Rs.1354 Rgds, Sarden Auto Agency"
Hotel,"Welcome to A-Maze-N Mirrors R.No. 201, 323, 214, 343 Ch.In 2013-06-04 20:16 Ch.out 2013-07-01 12:00."
Bus,"* KSRTC m-Ticket *  from: Kozhikode to: Chennai PsngrName: Jason TripCode: 839KozChe PNR No.: J18554443 JnyDate: 2012-10-26 DepTime: 8:39  SeatNo.: 8, 49, 2  Class: AC chair  BoardingPt: Kozhikode Bus Stand Road Txn Password: 1618 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Aryan Auto Agency : Service of your car KA16G4136 is due in 63 days on 2010-03-01. Please contact us at 9467868328 to book a service.
Hotel,Welcome to American International Group R.No. 480 Ch.In 2012-09-10 19:35 Ch.out 2012-10-04 12:00.
Cab,"Thank you for choosing Ola for 2011-05-31 at 16:14. Cab:KA27U5171 , Chauffer: Max, Cell: 9286175118 will reach you. T&C apply, visit www.Ola.com"
Cab,"Thank you for choosing radiocabs for 2012-04-22 at 22:14. Cab:KA21M1331 , Chauffer: Ricardo, Cell: 9221285263 will reach you. T&C apply, visit www.radiocabs.com"
Train,"PNR:5687325821,TRAIN:62262,DOJ:2014-02-19,AC3,BKLE-BRE,Dep:1:22, Frank,B7 65 , Fare:4486,SC:10.0+PG+INS"
Delivery,"Dear Guest, Thanks for choosing Tastet bar. Order ID 6635. Delivery by 2012-02-17 22:11. Enjoy 14% discount on your next purchase. Code CMJRDS. T&C."
Cab,"Thank you for choosing Uber for 2014-03-10 at 13:19. Cab:KA72F4583 , Chauffer: Brett, Cell: 9416542326 will reach you. T&C apply, visit www.Uber.com"
Payment,Bill dated 2010-07-07 for Rs 828 has been generated for your Idea fixedline/broadband relationship no. 74586513. The same will reach you by 2010-07-10. Due date: 2010-07-22.
Flight,The PNR for your Air India Flt 3L385 for SSE-PNY on 2011-11-20 at 15:23 hrs  is D80605. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Payment,Bill dated 2010-11-26 for Rs 494 has been generated for your Aircel fixedline/broadband relationship no. 83673524. The same will reach you by 2010-11-29. Due date: 2010-12-11.
Expiry,Maha Veer Auto Agency : Service of your car KA42B1813 is due in 15 days on 2010-08-14. Please contact us at 9663321536 to book a service.
Delivery,"Dear Guest, Thanks for choosing Wild Willy 's. Order ID 7345. Delivery by 2010-12-26 20:31. Enjoy 6% discount on your next purchase. Code KMRO1R. T&C."
Expiry,Aryan Auto Agency : Service of your car KA61W7832 is due in 81 days on 2010-06-29. Please contact us at 9277588366 to book a service.
Expiry,Bimal Auto Agency : Service of your car KA38F3812 is due in 81 days on 2011-08-12. Please contact us at 9328428873 to book a service.
PickUp,"Repair ref.no for your car is JC26127588 opened on 2011-06-11 2:20hrs,ETD of your car is 2011-06-12 14:56hrs and est.repair amt is Rs.2308 Rgds, Lakshmi Auto Agency"
Appointment,Appointment with Dr Avery in Coimbatore on 2009-11-14 at 1:33 is confirmed. For queries call 1800 8753 2136. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,Appointment with Dr Erick in TUMAKURU on 2013-08-27 at 2:17 is confirmed. For queries call 1800 4446 3828. Your appt. might get delayed in case the doctor is attending an emergency.
PickUp,"Repair ref.no for your car is JC21766158 opened on 2013-10-07 15:16hrs,ETD of your car is 2013-10-08 12:48hrs and est.repair amt is Rs.2290 Rgds, Sarden Auto Agency"
Movie,"Hi Customer, Booking ID: WI5NCN7. Seats: STANDARD-H8,H9,H10, 3 seat(s) for The Conjuring 2 on 2012-09-21 4:14 at PVR: VR Gold, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Diner lingo. Order ID 1644. Delivery by 2011-08-31 19:23. Enjoy 7% discount on your next purchase. Code VDN996. T&C."
PickUp,"Repair ref.no for your car is JC13421346 opened on 2011-10-15 16:11hrs,ETD of your car is 2011-10-16 9:28hrs and est.repair amt is Rs.1945 Rgds, Maruti Auto Agency"
Cab,"Thank you for choosing Ola for 2015-02-19 at 4:28. Cab:KA66Q7736 , Chauffer: Travis, Cell: 9858578444 will reach you. T&C apply, visit www.Ola.com"
Appointment,"DEAR Timothy, THANK YOU FOR YOUR BOOKING (ORDER ID: 22344), YOUR ORDER HAS BEEN ASSIGNED TO Javier(9355623261) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2009-12-25 at 18:11. FOR ASSISTANCE WHATSAPP US ON 8526823125."
Movie,"Hi Customer, Booking ID: WC22XF2. Seats: SILVER-G5,G6,G7,G8,G9,G10,G11, 7 seat(s) for Rogue One on 2012-12-13 21:46 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
Expiry,True Value : Service of your car KA74O3461 is due in 85 days on 2014-06-01. Please contact us at 9664551382 to book a service.
Reservation,"[Marina Cafe] Hi Aiden, your reservation is confirmed for 23 people on 2012-06-20 at 13:44. We can hold your table for a maximum of 27 mins."
Bus,"* KSRTC m-Ticket *  from: Panaji Goa to: DAVANEGERE PsngrName: Raymond TripCode: 1217PanDAV PNR No.: J54539736 JnyDate: 2012-07-18 DepTime: 12:17  SeatNo.: 52, 42, 3, 44  Class: AC chair  BoardingPt: Panaji Goa Residency Road Txn Password: 1836 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Appointment,Appointment with Dr Dawson in KOTTAYAM on 2011-11-21 at 12:53 is confirmed. For queries call 1800 6685 4221. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your Air India Flt 3C785 for CCU-BBI on 2014-06-18 at 5:47 hrs  is P0VU31. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Cab,"Thank you for choosing ucabs for 2012-03-21 at 15:29. Cab:KA33C1716 , Chauffer: Drake, Cell: 9534547267 will reach you. T&C apply, visit www.ucabs.com"
Payment,Bill dated 2011-01-08 for Rs 1121 has been generated for your Idea fixedline/broadband relationship no. 23155337. The same will reach you by 2011-01-11. Due date: 2011-01-23.
Flight,The PNR for your Air India Flt 6S155 for PGH-NMB on 2011-12-10 at 10:44 hrs  is U44W2G. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Train,"PNR:6681147541,TRAIN:7637,DOJ:2011-07-16,AC3,BSBR-BPC,Dep:7:40, David,B3 15 , Fare:1776,SC:10.0+PG+INS"
PickUp,"Repair ref.no for your car is JC28545422 opened on 2015-08-10 16:15hrs,ETD of your car is 2015-08-11 14:12hrs and est.repair amt is Rs.160 Rgds, Hyundai Auto Agency"
Delivery,"Dear Guest, Thanks for choosing Agawam Diner. Order ID 3856. Delivery by 2013-03-27 12:57. Enjoy 8% discount on your next purchase. Code E8OPQ4. T&C."
Delivery,"Dear Guest, Thanks for choosing Olga 's Diner. Order ID 2172. Delivery by 2012-05-29 13:35. Enjoy 11% discount on your next purchase. Code AOJV92. T&C."
Bus,"* KSRTC m-Ticket *  from: Puducherry to: Mangaluru PsngrName: Adam TripCode: 839PudMan PNR No.: J50495531 JnyDate: 2010-01-05 DepTime: 8:39  SeatNo.: 36, 6, 11, 44, 55, 24, 28, 29  Class: AC Sleeper  BoardingPt: Puducherry Rly Station Txn Password: 8566 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Delivery,"Dear Guest, Thanks for choosing Shake Shack. Order ID 8544. Delivery by 2012-04-13 12:53. Enjoy 13% discount on your next purchase. Code SEO8TZ. T&C."
PickUp,"Repair ref.no for your car is JC35512632 opened on 2009-11-06 7:51hrs,ETD of your car is 2009-11-07 2:10hrs and est.repair amt is Rs.765 Rgds, Bimal Auto Agency"
Payment,Bill dated 2012-11-20 for Rs 994 has been generated for your Vodafone fixedline/broadband relationship no. 28176644. The same will reach you by 2012-11-23. Due date: 2012-12-05.
Train,"PNR:6452613222,TRAIN:57366,DOJ:2011-06-10,AC3,AH-BWIP,Dep:11:16, Damien,B1 88 , Fare:4283,SC:10.0+PG+INS"
Expiry,Maha Veer Auto Agency : Service of your car KA32L4764 is due in 85 days on 2014-08-17. Please contact us at 9647112176 to book a service.
Train,"PNR:1334335845,TRAIN:2347,DOJ:2014-07-15,SL,BBTR-BIRD,Dep:3:14, Jeremy,S7 62 , Fare:3149,SC:10.0+PG+INS"
Cab,"Thank you for choosing taxiforsure for 2012-05-21 at 16:49. Cab:KA75T7418 , Chauffer: Jorge, Cell: 9628872563 will reach you. T&C apply, visit www.taxiforsure.com"
Bus,"* KSRTC m-Ticket *  from: OOTY to: ANWATTI PsngrName: Shawn TripCode: 442OOTANW PNR No.: J30209078 JnyDate: 2011-10-13 DepTime: 4:42  SeatNo.: 32, 57, 18, 22, 46  Class: AC Sleeper  BoardingPt: OOTY MG Road Txn Password: 8836 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Train,"PNR:6345767348,TRAIN:1618,DOJ:2013-10-09,AC3,AMG-BOKE,Dep:19:41, Cameron,B7 20 , Fare:7629,SC:10.0+PG+INS"
Movie,"Hi Customer, Booking ID: WOL4XQG. Seats: STANDARD-M9,M10,M11,M12, 4 seat(s) for Central Intelligence on 2009-10-11 12:20 at Cinepolis: Orion East Mall, Banaswadi. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: WOKRL79. Seats: GOLD-F9,F10,F11,F12,F13,F14, 6 seat(s) for Miss Peregrine's Home for Peculiar Children on 2011-01-26 0:16 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Expiry,Lakshmi Auto Agency : Service of your car KA55K7722 is due in 74 days on 2011-03-20. Please contact us at 9666878846 to book a service.
Train,"PNR:3768758512,TRAIN:4862,DOJ:2014-09-22,SL,AKV-BVS,Dep:14:35, Blake,S1 27 , Fare:2880,SC:10.0+PG+INS"
Flight,The PNR for your JET Airways Flt 6O222 for AGX-RRK on 2014-09-04 at 18:51 hrs  is C18VUK. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
PickUp,"Repair ref.no for your car is JC83128466 opened on 2013-03-02 21:58hrs,ETD of your car is 2013-03-03 4:35hrs and est.repair amt is Rs.2422 Rgds, Hyundai Auto Agency"
Movie,"Hi Customer, Booking ID: WUOI0KK. Seats: GOLD-F6,F7,F8,F9,F10, 5 seat(s) for Split on 2014-04-09 9:36 at INOX: Brookefield Mall. Please carry your CC/DC card which was used for booking tickets."
Expiry,Aryan Auto Agency : Service of your car KA84P3623 is due in 26 days on 2012-07-01. Please contact us at 9658418581 to book a service.
Delivery,"Dear Guest, Thanks for choosing Lavazza. Order ID 7158. Delivery by 2012-05-31 4:42. Enjoy 10% discount on your next purchase. Code J2SP4C. T&C."
Expiry,True Value : Service of your car KA44N1755 is due in 12 days on 2013-10-13. Please contact us at 9427331856 to book a service.
PickUp,"Repair ref.no for your car is JC54288472 opened on 2014-07-28 9:10hrs,ETD of your car is 2014-07-29 21:57hrs and est.repair amt is Rs.2905 Rgds, Maha Veer Auto Agency"
Cab,"Thank you for choosing taxiforsure for 2011-12-25 at 22:53. Cab:KA64W2136 , Chauffer: Eli, Cell: 9153168111 will reach you. T&C apply, visit www.taxiforsure.com"
Payment,Bill dated 2015-06-01 for Rs 310 has been generated for your Reliance fixedline/broadband relationship no. 18777655. The same will reach you by 2015-06-04. Due date: 2015-06-16.
Cab,"Thank you for choosing ucabs for 2013-07-24 at 4:40. Cab:KA65R3266 , Chauffer: Eduardo, Cell: 9467426773 will reach you. T&C apply, visit www.ucabs.com"
Hotel,Welcome to Wechestor Midway R.No. 380 Ch.In 2012-08-24 1:12 Ch.out 2012-09-13 12:00.
Expiry,Maha Veer Auto Agency : Service of your car KA87F3168 is due in 73 days on 2014-06-30. Please contact us at 9863545356 to book a service.
Hotel,Welcome to staff room R.No. 312 Ch.In 2010-11-12 11:19 Ch.out 2010-12-08 12:00.
Hotel,Welcome to SUMMIT CMNTY BK R.No. 596 Ch.In 2010-07-20 8:29 Ch.out 2010-08-18 12:00.
Payment,Bill dated 2013-09-07 for Rs 1093 has been generated for your Docomo fixedline/broadband relationship no. 46163612. The same will reach you by 2013-09-10. Due date: 2013-09-22.
Hotel,"Welcome to HAYWARD BSHRS R.No. 281, 381 Ch.In 2010-04-05 6:48 Ch.out 2010-04-17 12:00."
Flight,The PNR for your Air India Flt 6S212 for PGH-KTU on 2011-02-07 at 17:21 hrs  is X016AC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Lakshmi Auto Agency : Service of your car KA75K2211 is due in 81 days on 2010-10-18. Please contact us at 9573857453 to book a service.
Train,"PNR:1174334137,TRAIN:73758,DOJ:2009-09-06,AC3,BGMR-BZM,Dep:15:44, Gregory,B4 24 , Fare:6229,SC:10.0+PG+INS"
Bus,* KSRTC m-Ticket *  from: KOTTAYAM to: HASSAN PsngrName: Cristian TripCode: 210KOTHAS PNR No.: J83338143 JnyDate: 2011-01-20 DepTime: 2:10  SeatNo.: 8  Class: AC Sleeper  BoardingPt: KOTTAYAM Bus Stand Road Txn Password: 3426 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
